ambassador_campaign_relationship_id,date_joined,ambassador_id,campaign_id,id,dob,age_at_join,daysoffset,date_joined_week_start
683c9aff-4621-421d-8cee-bec0d43f6792,2018-10-07,057695d6-c028-48f5-ba31-dbe60f15730b,fa62ee94-1e78-428c-8fed-1daba5bc6f1f,057695d6-c028-48f5-ba31-dbe60f15730b,1985-03-21,33,6,2018-10-01
65e0f7d7-1db0-49fc-bae7-f26109807626,2018-06-02,0582ed41-272e-4f5e-9d1f-2184d8af791f,1f5e9e2f-549b-4456-a414-da1c8e6594a5,0582ed41-272e-4f5e-9d1f-2184d8af791f,1996-10-03,21,5,2018-05-28
b148ab4c-710a-46b3-8638-bccec27c972e,2018-10-14,0582ed41-272e-4f5e-9d1f-2184d8af791f,bf433d48-dff3-40ff-bea2-00e83d695c6f,0582ed41-272e-4f5e-9d1f-2184d8af791f,1996-10-03,22,6,2018-10-08
f4e3a821-ccb3-4c01-8075-8096cc2970cf,2018-10-18,0582ed41-272e-4f5e-9d1f-2184d8af791f,c197ab6a-b3a8-41d9-9d68-d61de65e5b5b,0582ed41-272e-4f5e-9d1f-2184d8af791f,1996-10-03,22,3,2018-10-15
892e0d1a-6b71-4236-89c1-7844246019d4,2018-10-10,068cc116-7497-40d7-a097-9c14118d982c,06b940ab-f27a-4b99-9dac-d35d33915523,068cc116-7497-40d7-a097-9c14118d982c,1997-12-22,20,2,2018-10-08
4fb8ec06-0af9-4838-8ea5-4daff3336ec7,2018-03-24,068cc116-7497-40d7-a097-9c14118d982c,1f5e9e2f-549b-4456-a414-da1c8e6594a5,068cc116-7497-40d7-a097-9c14118d982c,1997-12-22,20,5,2018-03-19
7533e9a6-e515-4567-8313-54023e7d37d0,2018-02-08,068cc116-7497-40d7-a097-9c14118d982c,5916bb5b-df9c-413d-a435-fc1161a19544,068cc116-7497-40d7-a097-9c14118d982c,1997-12-22,20,3,2018-02-05
99f7bb59-caf0-4a5e-be41-78f984657596,2018-07-26,068cc116-7497-40d7-a097-9c14118d982c,c773ff7a-8491-4e78-aa70-e0c362880067,068cc116-7497-40d7-a097-9c14118d982c,1997-12-22,20,3,2018-07-23
2719b25b-0d7c-4568-a5d8-34c254feb251,2018-05-19,068cc116-7497-40d7-a097-9c14118d982c,ea9ba272-3a4c-42ec-b8c1-a78eb43900e2,068cc116-7497-40d7-a097-9c14118d982c,1997-12-22,20,5,2018-05-14
b86eaea2-016f-41d1-9997-e9d33964cb00,2018-09-14,0695e75a-8462-4e0a-9dd9-d46fc1858b3a,1f5e9e2f-549b-4456-a414-da1c8e6594a5,0695e75a-8462-4e0a-9dd9-d46fc1858b3a,1999-04-14,19,4,2018-09-10
e1338877-857f-4a63-8aed-b7c126ccd856,2018-01-22,089ca2bf-078c-44f3-8908-30231f6ba70e,08c95cc0-a7d0-4031-81da-7dc455051810,089ca2bf-078c-44f3-8908-30231f6ba70e,1993-02-21,24,0,2018-01-22
1245f6df-c1ff-4b64-a2df-fd1e2641f71b,2018-10-02,089ca2bf-078c-44f3-8908-30231f6ba70e,135b3134-10dd-4b54-9be4-1b6abce30a7c,089ca2bf-078c-44f3-8908-30231f6ba70e,1993-02-21,25,1,2018-10-01
808472f2-b8df-4034-a9eb-81ec90e97400,2018-05-30,089ca2bf-078c-44f3-8908-30231f6ba70e,de6e1dc6-fffd-4c1b-84d3-f679cf1dbd22,089ca2bf-078c-44f3-8908-30231f6ba70e,1993-02-21,25,2,2018-05-28
b8569d66-cd53-45b5-bcba-343c9adae28b,2018-08-12,0a0f9285-a4a6-499f-855e-e4ef17dc831d,08c95cc0-a7d0-4031-81da-7dc455051810,0a0f9285-a4a6-499f-855e-e4ef17dc831d,1998-01-29,20,6,2018-08-06
8ed030f2-b7d5-451a-a563-836518d46ba1,2018-02-02,0a0f9285-a4a6-499f-855e-e4ef17dc831d,b0f6a85f-0646-4a59-a366-65557e0daeb4,0a0f9285-a4a6-499f-855e-e4ef17dc831d,1998-01-29,20,4,2018-01-29
29b172b8-717d-46de-b4f1-71a7ef26bade,2018-10-17,0a0f9285-a4a6-499f-855e-e4ef17dc831d,fa62ee94-1e78-428c-8fed-1daba5bc6f1f,0a0f9285-a4a6-499f-855e-e4ef17dc831d,1998-01-29,20,2,2018-10-15
0c30b640-992b-4daa-9d25-84647ba09754,2018-05-29,0ba7cacc-e405-4fe3-aca4-39111ae17424,06b940ab-f27a-4b99-9dac-d35d33915523,0ba7cacc-e405-4fe3-aca4-39111ae17424,1998-12-05,19,1,2018-05-28
5ab7a5dc-33ee-4533-9424-f0ed688ff9e7,2018-07-14,0ba7cacc-e405-4fe3-aca4-39111ae17424,a1f3509a-3bf6-4265-b850-a1e18c7e3c1b,0ba7cacc-e405-4fe3-aca4-39111ae17424,1998-12-05,19,5,2018-07-09
4ecdee34-2df9-4ab5-a940-90a75f91c00b,2018-01-20,0ba7cacc-e405-4fe3-aca4-39111ae17424,b0f6a85f-0646-4a59-a366-65557e0daeb4,0ba7cacc-e405-4fe3-aca4-39111ae17424,1998-12-05,19,5,2018-01-15
1bc5043b-5c1d-4718-bd3d-6c48d43c950c,2018-10-05,0ba7cacc-e405-4fe3-aca4-39111ae17424,c773ff7a-8491-4e78-aa70-e0c362880067,0ba7cacc-e405-4fe3-aca4-39111ae17424,1998-12-05,19,4,2018-10-01
8078bdd1-ccd2-4dad-a57f-15c62a680712,2018-10-19,0ba7cacc-e405-4fe3-aca4-39111ae17424,f04cde69-5fe4-4af1-b75a-56a25a72d88b,0ba7cacc-e405-4fe3-aca4-39111ae17424,1998-12-05,19,4,2018-10-15
a14e0833-61ff-406f-ad7f-76ad556ec98d,2018-05-29,0f4c9d85-8d84-4b10-8d23-0ffa9b48563a,de6e1dc6-fffd-4c1b-84d3-f679cf1dbd22,0f4c9d85-8d84-4b10-8d23-0ffa9b48563a,1985-03-07,33,1,2018-05-28
38a6a7ad-f5b7-4b38-b72e-1ae5fade4e9e,2018-09-20,0f861bff-dd68-469e-a778-209f760cc437,1059145b-a23a-4034-842b-b65e13791429,0f861bff-dd68-469e-a778-209f760cc437,1995-03-06,23,3,2018-09-17
c4938657-86e3-4a5a-9e77-0431a3de63db,2018-02-03,0f861bff-dd68-469e-a778-209f760cc437,eb385259-88d7-4253-929a-7e8f706cdfba,0f861bff-dd68-469e-a778-209f760cc437,1995-03-06,22,5,2018-01-29
c759409e-5938-475a-8125-1855d06761db,2018-03-30,0faf9270-2079-4e27-a8e1-65e579dbfe92,c197ab6a-b3a8-41d9-9d68-d61de65e5b5b,0faf9270-2079-4e27-a8e1-65e579dbfe92,1996-06-15,21,4,2018-03-26
ed35be86-e423-4c5e-b994-ca0adb8e1972,2018-03-06,0faf9270-2079-4e27-a8e1-65e579dbfe92,eb385259-88d7-4253-929a-7e8f706cdfba,0faf9270-2079-4e27-a8e1-65e579dbfe92,1996-06-15,21,1,2018-03-05
7f05f37a-a3f2-4026-ae18-d27a39531d26,2018-03-23,11683aeb-ad34-4775-98da-c5b167eaa881,5916bb5b-df9c-413d-a435-fc1161a19544,11683aeb-ad34-4775-98da-c5b167eaa881,1988-05-26,29,4,2018-03-19
be76f807-8431-4b5d-9941-2fe6796f53e4,2018-07-16,11683aeb-ad34-4775-98da-c5b167eaa881,c773ff7a-8491-4e78-aa70-e0c362880067,11683aeb-ad34-4775-98da-c5b167eaa881,1988-05-26,30,0,2018-07-16
44a8f9fd-3265-4b8b-aab3-2c0245655622,2018-03-29,11683aeb-ad34-4775-98da-c5b167eaa881,e57c98f7-1b82-4cc8-b21b-e1b3f5575a54,11683aeb-ad34-4775-98da-c5b167eaa881,1988-05-26,29,3,2018-03-26
d61b0dee-f2c7-41a4-b31a-1b2c72e3b07e,2018-07-14,11f3aede-be9d-46c0-a00a-f8605e1b1556,69f338a0-b46e-458d-b3c9-f181a729141b,11f3aede-be9d-46c0-a00a-f8605e1b1556,1998-11-28,19,5,2018-07-09
eb9c8327-625b-46f0-8e6a-e9e1ddb339a8,2018-06-15,11f3aede-be9d-46c0-a00a-f8605e1b1556,c773ff7a-8491-4e78-aa70-e0c362880067,11f3aede-be9d-46c0-a00a-f8605e1b1556,1998-11-28,19,4,2018-06-11
eedecc31-1638-443c-bbd1-281e0b142013,2018-06-20,150c1ebb-a109-49ca-84fb-f90bae963928,69f338a0-b46e-458d-b3c9-f181a729141b,150c1ebb-a109-49ca-84fb-f90bae963928,1985-08-22,32,2,2018-06-18
5da85561-a8d7-41da-ad89-27512d13b1ed,2018-03-02,150c1ebb-a109-49ca-84fb-f90bae963928,f04cde69-5fe4-4af1-b75a-56a25a72d88b,150c1ebb-a109-49ca-84fb-f90bae963928,1985-08-22,32,4,2018-02-26
e989a9ea-db17-42ce-83d5-1cc1b46e6e6a,2018-06-14,150c1ebb-a109-49ca-84fb-f90bae963928,fa62ee94-1e78-428c-8fed-1daba5bc6f1f,150c1ebb-a109-49ca-84fb-f90bae963928,1985-08-22,32,3,2018-06-11
0e00efcf-06fc-4aa5-9d7b-33c12a275da6,2018-08-28,15668feb-9483-4385-8be3-5fd552a1e8a6,3b106606-f422-4058-af26-c63ed77aeda9,15668feb-9483-4385-8be3-5fd552a1e8a6,1997-02-21,21,1,2018-08-27
fd7bb859-6254-4f30-b738-462c6fea51cd,2018-02-04,15668feb-9483-4385-8be3-5fd552a1e8a6,69f338a0-b46e-458d-b3c9-f181a729141b,15668feb-9483-4385-8be3-5fd552a1e8a6,1997-02-21,20,6,2018-01-29
509f0e92-f867-43fe-80f8-9fc9c5d07ca8,2018-08-30,157f1ff0-a6a6-4c60-8dc0-f6b0964a0390,69f338a0-b46e-458d-b3c9-f181a729141b,157f1ff0-a6a6-4c60-8dc0-f6b0964a0390,1996-01-08,22,3,2018-08-27
9874e43d-56d2-454a-8e3f-88aabeebb28b,2018-01-02,157f1ff0-a6a6-4c60-8dc0-f6b0964a0390,f04cde69-5fe4-4af1-b75a-56a25a72d88b,157f1ff0-a6a6-4c60-8dc0-f6b0964a0390,1996-01-08,21,1,2018-01-01
27877e3a-f4c7-4f55-97de-83a94accfdca,2018-04-29,17325949-dcbe-4e71-8bec-4b66b7759438,0c9b8db0-c07b-4add-85a4-8b6d6c39f4ee,17325949-dcbe-4e71-8bec-4b66b7759438,1989-10-21,28,6,2018-04-23
38162da8-8d75-401d-bf47-793936754174,2018-08-10,17325949-dcbe-4e71-8bec-4b66b7759438,3b106606-f422-4058-af26-c63ed77aeda9,17325949-dcbe-4e71-8bec-4b66b7759438,1989-10-21,28,4,2018-08-06
f0693673-f185-476a-8b3f-c23837ca7882,2018-03-14,17325949-dcbe-4e71-8bec-4b66b7759438,4ee9b21f-b023-4a88-95d2-b5588b8135b4,17325949-dcbe-4e71-8bec-4b66b7759438,1989-10-21,28,2,2018-03-12
c1ad3a3e-2457-4854-a989-8ff28ba5b4b7,2018-05-30,17325949-dcbe-4e71-8bec-4b66b7759438,b0f6a85f-0646-4a59-a366-65557e0daeb4,17325949-dcbe-4e71-8bec-4b66b7759438,1989-10-21,28,2,2018-05-28
302523b9-434f-4ac9-a512-1cbb7464f697,2018-02-19,17bb680a-f06a-48ea-9608-069ff78ea41d,b0f6a85f-0646-4a59-a366-65557e0daeb4,17bb680a-f06a-48ea-9608-069ff78ea41d,1999-12-14,18,0,2018-02-19
04283151-7491-4b91-8724-bcd218cc3509,2018-08-10,18931d89-85f5-470c-a08b-a04f6de20192,08c95cc0-a7d0-4031-81da-7dc455051810,18931d89-85f5-470c-a08b-a04f6de20192,1987-02-10,31,4,2018-08-06
0699f258-295f-445b-aa08-00917fbe665d,2018-06-09,18931d89-85f5-470c-a08b-a04f6de20192,16c46162-1496-4a16-8657-7b66d718f935,18931d89-85f5-470c-a08b-a04f6de20192,1987-02-10,31,5,2018-06-04
5f11990a-10c0-437d-9847-1fb60698a3ed,2018-02-17,18931d89-85f5-470c-a08b-a04f6de20192,1f5e9e2f-549b-4456-a414-da1c8e6594a5,18931d89-85f5-470c-a08b-a04f6de20192,1987-02-10,31,5,2018-02-12
f7ff94ce-3dc6-45eb-ab62-e1bc4053da2b,2018-09-25,18931d89-85f5-470c-a08b-a04f6de20192,eb385259-88d7-4253-929a-7e8f706cdfba,18931d89-85f5-470c-a08b-a04f6de20192,1987-02-10,31,1,2018-09-24
2e0b63be-089b-4bbf-8d69-d462de241993,2018-10-14,1a5d0e0d-5413-4192-adcb-9946c0ed66f3,137a1c43-e565-4e24-a664-05ce2701b1a5,1a5d0e0d-5413-4192-adcb-9946c0ed66f3,1999-01-05,19,6,2018-10-08
da3111f2-30ec-4e0b-842f-54637af9f414,2018-01-01,1a5d0e0d-5413-4192-adcb-9946c0ed66f3,16c46162-1496-4a16-8657-7b66d718f935,1a5d0e0d-5413-4192-adcb-9946c0ed66f3,1999-01-05,18,0,2018-01-01
8edc3e26-d274-4cc2-8559-40ffef83d552,2018-06-03,1e160638-a520-4c2c-8981-b4a9ea196d92,16c46162-1496-4a16-8657-7b66d718f935,1e160638-a520-4c2c-8981-b4a9ea196d92,1987-01-02,31,6,2018-05-28
96c7f5cb-e721-4fdd-9655-f05dbe59f104,2018-03-30,1e160638-a520-4c2c-8981-b4a9ea196d92,3b106606-f422-4058-af26-c63ed77aeda9,1e160638-a520-4c2c-8981-b4a9ea196d92,1987-01-02,31,4,2018-03-26
664a5b8e-0777-485a-97fe-1c91fb77e923,2018-10-05,1e160638-a520-4c2c-8981-b4a9ea196d92,5916bb5b-df9c-413d-a435-fc1161a19544,1e160638-a520-4c2c-8981-b4a9ea196d92,1987-01-02,31,4,2018-10-01
ea8f14d7-333d-41d0-b0b5-3ce4416d8f7e,2018-01-07,1e160638-a520-4c2c-8981-b4a9ea196d92,eb385259-88d7-4253-929a-7e8f706cdfba,1e160638-a520-4c2c-8981-b4a9ea196d92,1987-01-02,31,6,2018-01-01
af341d1c-65dc-4118-8fdd-a87f57a259b6,2018-07-19,1e6c43fb-c698-4bf0-9c4a-1b2729bc389c,3b106606-f422-4058-af26-c63ed77aeda9,1e6c43fb-c698-4bf0-9c4a-1b2729bc389c,1986-04-06,32,3,2018-07-16
71e04cb7-7c93-4a9f-9184-f2fec0967856,2018-07-22,1e6c43fb-c698-4bf0-9c4a-1b2729bc389c,a4a7a42d-0822-4c77-8d0f-a42f37923f28,1e6c43fb-c698-4bf0-9c4a-1b2729bc389c,1986-04-06,32,6,2018-07-16
21e23d52-c71b-448d-8540-c2927a2d8d6a,2018-10-02,1e6c43fb-c698-4bf0-9c4a-1b2729bc389c,c197ab6a-b3a8-41d9-9d68-d61de65e5b5b,1e6c43fb-c698-4bf0-9c4a-1b2729bc389c,1986-04-06,32,1,2018-10-01
738b68eb-e433-4ef3-b556-9ece953fe5af,2018-10-27,1ef29f8a-a566-4e92-82e0-174fd0154cfc,69f338a0-b46e-458d-b3c9-f181a729141b,1ef29f8a-a566-4e92-82e0-174fd0154cfc,1992-05-28,26,5,2018-10-22
28ca1db2-101b-4537-9a5b-8fcd68053797,2018-06-29,1ef29f8a-a566-4e92-82e0-174fd0154cfc,a4a7a42d-0822-4c77-8d0f-a42f37923f28,1ef29f8a-a566-4e92-82e0-174fd0154cfc,1992-05-28,26,4,2018-06-25
59e927c9-59ed-4724-a773-844613446aee,2018-03-20,1ef29f8a-a566-4e92-82e0-174fd0154cfc,b0f6a85f-0646-4a59-a366-65557e0daeb4,1ef29f8a-a566-4e92-82e0-174fd0154cfc,1992-05-28,25,1,2018-03-19
613c962a-acc1-462c-9beb-e115a322968b,2018-07-13,21ba1524-9dca-439a-8630-b240825609fc,06b940ab-f27a-4b99-9dac-d35d33915523,21ba1524-9dca-439a-8630-b240825609fc,1998-10-07,19,4,2018-07-09
64cc61f8-d2ab-4c22-9f9b-680ccab299b4,2018-04-29,21ba1524-9dca-439a-8630-b240825609fc,135b3134-10dd-4b54-9be4-1b6abce30a7c,21ba1524-9dca-439a-8630-b240825609fc,1998-10-07,19,6,2018-04-23
f23c138b-b8dc-478b-9876-de2a82e853b6,2018-08-09,21ba1524-9dca-439a-8630-b240825609fc,4ee9b21f-b023-4a88-95d2-b5588b8135b4,21ba1524-9dca-439a-8630-b240825609fc,1998-10-07,19,3,2018-08-06
d34ff139-0f0c-4b16-84b0-2cc4245d122f,2018-10-30,21ba1524-9dca-439a-8630-b240825609fc,69f338a0-b46e-458d-b3c9-f181a729141b,21ba1524-9dca-439a-8630-b240825609fc,1998-10-07,20,1,2018-10-29
a3411148-bb7f-4616-8462-56910379c2d2,2018-09-04,21ba1524-9dca-439a-8630-b240825609fc,a1f3509a-3bf6-4265-b850-a1e18c7e3c1b,21ba1524-9dca-439a-8630-b240825609fc,1998-10-07,19,1,2018-09-03
f2860194-53ee-4560-a904-634c114b5a45,2018-06-01,21ba1524-9dca-439a-8630-b240825609fc,bf433d48-dff3-40ff-bea2-00e83d695c6f,21ba1524-9dca-439a-8630-b240825609fc,1998-10-07,19,4,2018-05-28
1a45c17a-c3a8-46cb-973d-0785b2b523c4,2018-02-19,21ba1524-9dca-439a-8630-b240825609fc,f04cde69-5fe4-4af1-b75a-56a25a72d88b,21ba1524-9dca-439a-8630-b240825609fc,1998-10-07,19,0,2018-02-19
4bf5a61c-8236-4e39-9575-302f4f430c7e,2018-04-14,2389453e-d60e-4bde-b22d-5615c8bbc927,37d0e703-b748-4643-87ec-bab76b1f80fd,2389453e-d60e-4bde-b22d-5615c8bbc927,1994-04-17,23,5,2018-04-09
d9af8bbd-a1a1-49ac-aed6-bda04942b35f,2018-05-11,2389453e-d60e-4bde-b22d-5615c8bbc927,3b106606-f422-4058-af26-c63ed77aeda9,2389453e-d60e-4bde-b22d-5615c8bbc927,1994-04-17,24,4,2018-05-07
5a4feba9-2073-41d2-ad84-7d3fed1061f3,2018-10-15,2389453e-d60e-4bde-b22d-5615c8bbc927,69f338a0-b46e-458d-b3c9-f181a729141b,2389453e-d60e-4bde-b22d-5615c8bbc927,1994-04-17,24,0,2018-10-15
65fbc8ee-0fbc-490b-81be-dd5af9f014f6,2018-04-25,2389453e-d60e-4bde-b22d-5615c8bbc927,c197ab6a-b3a8-41d9-9d68-d61de65e5b5b,2389453e-d60e-4bde-b22d-5615c8bbc927,1994-04-17,24,2,2018-04-23
cb39d02c-e754-42d1-9091-3416c8021f82,2018-07-11,2389453e-d60e-4bde-b22d-5615c8bbc927,de6e1dc6-fffd-4c1b-84d3-f679cf1dbd22,2389453e-d60e-4bde-b22d-5615c8bbc927,1994-04-17,24,2,2018-07-09
57d0ef25-20aa-4431-b02c-8f35976fc1ce,2018-07-25,24bf4b53-9041-4610-b7f7-7ffa494b93ef,a1f3509a-3bf6-4265-b850-a1e18c7e3c1b,24bf4b53-9041-4610-b7f7-7ffa494b93ef,1989-12-25,28,2,2018-07-23
e7cc9ec3-4ce7-49b3-9e18-f87cfbea6ae4,2018-01-22,25ee7c65-6363-4e44-bcd4-8790c392cc36,4ee9b21f-b023-4a88-95d2-b5588b8135b4,25ee7c65-6363-4e44-bcd4-8790c392cc36,1989-06-02,28,0,2018-01-22
608c7f3e-a05a-463a-8ffc-8c66fdc44b84,2018-09-27,25ee7c65-6363-4e44-bcd4-8790c392cc36,f04cde69-5fe4-4af1-b75a-56a25a72d88b,25ee7c65-6363-4e44-bcd4-8790c392cc36,1989-06-02,29,3,2018-09-24
35e062c9-dc5f-4b07-862a-2d71844808cb,2018-02-23,25ee7c65-6363-4e44-bcd4-8790c392cc36,fe9ebd87-e101-497f-8bc7-ff6525814efc,25ee7c65-6363-4e44-bcd4-8790c392cc36,1989-06-02,28,4,2018-02-19
6935bf6f-0a66-401a-a898-abc94c5dc1b4,2018-08-05,2620d0a8-2bdf-4ef9-89ca-e622c3841265,37d0e703-b748-4643-87ec-bab76b1f80fd,2620d0a8-2bdf-4ef9-89ca-e622c3841265,1988-06-08,30,6,2018-07-30
9dd7c5bf-7059-4446-adde-b86adb068c61,2018-08-01,2620d0a8-2bdf-4ef9-89ca-e622c3841265,3b106606-f422-4058-af26-c63ed77aeda9,2620d0a8-2bdf-4ef9-89ca-e622c3841265,1988-06-08,30,2,2018-07-30
bd6448ec-cded-4ee4-8d96-7037726b3222,2018-03-16,2620d0a8-2bdf-4ef9-89ca-e622c3841265,7d9c6571-4e7a-4d06-bed1-9591b0fd76d6,2620d0a8-2bdf-4ef9-89ca-e622c3841265,1988-06-08,29,4,2018-03-12
1057220c-e0dd-4af9-8c48-84dc33682a97,2018-09-15,2620d0a8-2bdf-4ef9-89ca-e622c3841265,b04724ef-4330-4559-9caf-2903eb18f84f,2620d0a8-2bdf-4ef9-89ca-e622c3841265,1988-06-08,30,5,2018-09-10
05e71ee3-bd7a-46a8-8d24-ebfb8af5c3f7,2018-07-14,2620d0a8-2bdf-4ef9-89ca-e622c3841265,eb385259-88d7-4253-929a-7e8f706cdfba,2620d0a8-2bdf-4ef9-89ca-e622c3841265,1988-06-08,30,5,2018-07-09
322cf248-b56d-4b00-928a-f2cee7e180f9,2018-06-25,26b48213-f361-466f-8058-3b3695a33318,08c95cc0-a7d0-4031-81da-7dc455051810,26b48213-f361-466f-8058-3b3695a33318,1996-12-08,21,0,2018-06-25
0fef6ac9-c916-4854-b3a1-2f36f5cc9cc3,2018-02-17,26b48213-f361-466f-8058-3b3695a33318,137a1c43-e565-4e24-a664-05ce2701b1a5,26b48213-f361-466f-8058-3b3695a33318,1996-12-08,21,5,2018-02-12
f4246055-33ba-43eb-9cc4-18c35313f4f6,2018-06-04,26b48213-f361-466f-8058-3b3695a33318,1f5e9e2f-549b-4456-a414-da1c8e6594a5,26b48213-f361-466f-8058-3b3695a33318,1996-12-08,21,0,2018-06-04
ad355745-4061-429d-b044-1812996985c6,2018-08-17,26b48213-f361-466f-8058-3b3695a33318,9e9dae6c-8a31-4eeb-a5b2-8275b6d615d0,26b48213-f361-466f-8058-3b3695a33318,1996-12-08,21,4,2018-08-13
dbbc23e3-c65c-470c-a0c2-4bbdbf6b787e,2018-09-20,26b48213-f361-466f-8058-3b3695a33318,b04724ef-4330-4559-9caf-2903eb18f84f,26b48213-f361-466f-8058-3b3695a33318,1996-12-08,21,3,2018-09-17
